acct_id,FICO,region
423,708,Phoenix
424,831,Los Angeles
425,682,Charlotte
426,850,Chicago
427,849,Phoenix
428,652,Philadelphia
429,743,Charlotte
430,785,Chicago
431,765,New York
432,713,Dallas
433,785,Philadelphia
434,789,Los Angeles
435,785,Charlotte
436,850,Charlotte
437,784,Los Angeles
438,827,New York
439,785,Charlotte
440,725,New York
441,783,San Antonio
442,850,Phoenix
443,827,Houston
444,828,San Antonio
445,820,Charlotte
446,850,Philadelphia
447,850,Los Angeles
448,786,Houston
449,850,Houston
450,850,Charlotte
451,724,San Antonio
452,729,San Diego
453,784,San Antonio
454,850,Los Angeles
455,850,Chicago
456,819,Houston
457,841,San Diego
458,850,Los Angeles
459,799,San Diego
460,808,New York
461,820,Chicago
462,748,Los Angeles
463,744,Dallas
464,732,Charlotte
465,847,Chicago
466,847,Los Angeles
467,788,Phoenix
468,675,Los Angeles
469,818,Charlotte
470,815,San Antonio
471,832,Chicago
472,785,Philadelphia
473,809,San Antonio
474,776,Los Angeles
475,719,New York
476,815,Charlotte
477,761,Houston
478,844,Phoenix
479,850,San Antonio
480,786,Houston
481,850,Charlotte
482,785,Chicago
483,845,Houston
484,799,Los Angeles
485,850,Charlotte
486,850,Los Angeles
487,850,Chicago
488,784,San Diego
489,776,San Antonio
490,789,Los Angeles
491,699,Philadelphia
492,801,Phoenix
493,825,New York
494,784,San Diego
495,696,Charlotte
496,850,Houston
497,784,San Diego
498,834,San Diego
499,797,San Diego
500,750,Chicago
501,802,Charlotte
502,794,Phoenix
503,751,Houston
504,762,Philadelphia
505,850,Philadelphia
506,850,New York
507,850,Philadelphia
508,813,Philadelphia
509,850,Dallas
510,826,San Antonio
511,740,Los Angeles
512,785,Charlotte
513,850,Philadelphia
514,785,Chicago
515,829,Dallas
516,785,New York
517,770,Charlotte
518,786,Houston
519,687,Dallas
520,824,Phoenix
521,686,New York
522,785,Chicago
523,825,Charlotte
524,767,Dallas
525,787,New York
526,715,San Diego
527,735,New York
528,795,Phoenix
529,850,Los Angeles
530,712,Charlotte
531,783,Dallas
532,845,Philadelphia
533,845,Charlotte
534,833,San Diego
535,789,Charlotte
536,811,Chicago
537,836,Houston
538,850,Houston
539,850,Houston
540,766,Dallas
541,850,Dallas
542,835,San Antonio
543,792,Phoenix
544,831,Chicago
545,850,Charlotte
546,775,Philadelphia
547,833,New York
548,838,Chicago
549,783,Charlotte
550,834,Chicago
551,716,Philadelphia
552,687,San Diego
553,695,New York
554,809,San Diego
555,850,Los Angeles
556,784,San Antonio
557,804,Philadelphia
558,749,San Antonio
559,792,San Antonio
560,848,New York
561,850,Houston
562,757,Chicago
563,844,San Antonio
564,805,Chicago
565,824,Houston
566,783,Dallas
567,821,San Antonio
568,817,Chicago
569,585,New York
570,662,San Diego
571,781,Chicago
572,788,Phoenix
573,785,Philadelphia
574,807,New York
575,649,San Antonio
576,712,Los Angeles
577,794,Los Angeles
578,826,New York
579,720,Houston
580,828,San Antonio
581,706,Dallas
582,850,New York
583,827,Phoenix
584,841,Philadelphia
585,652,Philadelphia
586,788,Phoenix
587,834,Dallas
588,841,Houston
589,794,Charlotte
590,771,Dallas
591,833,Dallas
592,836,San Diego
593,588,Philadelphia
594,812,Charlotte
595,777,New York
596,784,San Antonio
597,765,Chicago
598,850,Philadelphia
599,804,Charlotte
600,712,Phoenix
601,785,Philadelphia
602,761,Houston
603,842,Houston
604,824,San Diego
605,697,Phoenix
606,682,Charlotte
607,651,Chicago
608,797,Dallas
609,850,San Antonio
610,811,Phoenix
611,722,Chicago
612,775,New York
613,542,San Antonio
614,825,San Antonio
615,850,Philadelphia
616,792,San Antonio
617,795,Dallas
618,813,San Antonio
619,786,Houston
620,789,Los Angeles
621,794,Philadelphia
622,709,San Diego
623,785,Chicago
624,756,New York
625,847,Phoenix
626,709,San Diego
627,841,Chicago
628,757,San Diego
629,785,Charlotte
630,836,Houston
631,754,Dallas
632,850,Chicago
633,785,Charlotte
634,589,San Diego
635,850,Houston
636,829,New York
637,741,Houston
638,797,San Diego
639,813,San Diego
640,850,Houston
641,842,Dallas
642,793,Phoenix
643,850,Chicago
644,850,San Antonio
645,746,Phoenix
646,785,New York
647,782,Charlotte
648,850,Los Angeles
649,828,New York
650,786,Houston
651,818,San Diego
652,785,Charlotte
653,695,San Diego
654,850,Charlotte
655,789,Los Angeles
656,745,Chicago
657,785,Philadelphia
658,794,New York
659,806,Charlotte
660,850,Phoenix
661,784,San Antonio
662,850,Charlotte
663,850,Charlotte
664,850,Phoenix
665,833,Dallas
666,850,New York
667,692,New York
668,801,Chicago
669,850,Phoenix
670,850,Chicago
671,756,New York
672,845,Houston
673,777,New York
674,644,San Diego
675,629,Dallas
676,795,Philadelphia
677,653,San Antonio
678,775,Charlotte
679,784,San Antonio
680,779,Dallas
681,729,San Diego
682,850,Phoenix
683,850,San Diego
684,785,Charlotte
685,850,Houston
686,839,Houston
687,850,New York
688,692,San Diego
689,707,Los Angeles
690,824,Charlotte
691,788,Phoenix
692,789,Los Angeles
693,811,Phoenix
694,822,Chicago
695,850,New York
696,850,Houston
697,800,Los Angeles
698,828,New York
699,785,Chicago
700,771,San Diego
701,682,Los Angeles
702,725,New York
703,776,Chicago
704,703,Chicago
705,707,Los Angeles
706,840,New York
707,818,Phoenix
708,686,Philadelphia
709,785,Chicago
710,850,New York
711,837,Los Angeles
712,785,New York
713,785,New York
714,780,Phoenix
715,784,San Antonio
716,784,San Diego
717,788,Phoenix
718,848,San Antonio
719,838,Dallas
720,784,San Antonio
721,786,Houston
722,788,Phoenix
723,785,Chicago
724,786,Houston
725,784,San Antonio
726,788,Phoenix
727,783,Dallas
728,786,Houston
729,784,San Diego
730,784,San Diego
731,806,New York
732,785,New York
733,784,San Diego
734,785,Chicago
735,786,Houston
736,785,Chicago
737,785,Philadelphia
738,784,San Diego
739,786,Houston
740,842,San Antonio
741,784,San Antonio
742,786,Houston
743,785,Chicago
744,701,Phoenix
745,785,Charlotte
746,784,San Diego
747,785,Philadelphia
748,785,New York
749,784,San Diego
750,783,Dallas
751,771,Philadelphia
752,784,San Diego
753,850,San Diego
754,826,Charlotte
755,785,Philadelphia
756,785,Philadelphia
757,784,San Diego
758,631,Los Angeles
759,792,New York
760,785,Philadelphia
761,782,New York
762,785,Philadelphia
763,785,Chicago
764,786,Houston
765,784,San Diego
766,785,Charlotte
767,788,Phoenix
768,789,Los Angeles
769,786,Houston
770,785,Philadelphia
771,783,Dallas
772,784,San Antonio
773,786,Houston
774,850,Philadelphia
775,786,Houston
776,850,San Diego
777,785,New York
778,789,Los Angeles
779,786,Houston
780,827,Dallas
781,785,Philadelphia
782,784,San Antonio
783,785,New York
784,785,Charlotte
785,785,Chicago
786,784,San Antonio
787,785,New York
788,783,Dallas
789,788,Phoenix
790,785,Philadelphia
791,788,Phoenix
792,746,San Diego
793,731,Chicago
794,850,San Diego
795,840,New York
796,784,San Diego
797,785,Chicago
798,788,Phoenix
799,786,Houston
800,784,San Antonio
801,742,Philadelphia
802,789,Los Angeles
803,753,Chicago
804,785,Chicago
805,850,San Antonio
806,822,Chicago
807,699,Chicago
808,785,Chicago
809,849,Los Angeles
810,785,Charlotte
811,682,Philadelphia
812,785,Philadelphia
813,833,New York
814,828,San Diego
815,783,Dallas
816,770,Philadelphia
817,784,San Antonio
818,850,San Antonio
819,786,Houston
820,783,Dallas
821,783,Dallas
822,845,Phoenix
823,784,San Diego
824,800,Chicago
825,850,New York
826,833,Philadelphia
827,786,Houston
828,788,Phoenix
829,785,Chicago
830,829,San Diego
831,785,Philadelphia
832,784,San Diego
833,850,Houston
834,850,Chicago
835,848,San Diego
836,785,Chicago
837,850,New York
838,850,Dallas
839,784,San Diego
840,816,Houston
841,783,Dallas
842,786,Houston
843,845,Charlotte
844,821,Los Angeles
845,850,Houston
846,785,Philadelphia
847,785,Charlotte
848,785,Charlotte
849,789,Los Angeles
850,806,San Diego
851,788,Phoenix
852,665,New York
853,785,Chicago
854,784,San Diego
855,838,Houston
856,822,Chicago
857,842,Dallas
858,788,Phoenix
859,784,San Antonio
860,784,San Antonio
861,784,San Antonio
862,752,Dallas
863,800,New York
864,786,Houston
865,785,Philadelphia
866,820,Houston
867,850,Los Angeles
868,785,New York
869,788,Phoenix
870,840,Houston
871,784,San Antonio
872,785,Charlotte
873,648,Dallas
874,784,San Antonio
875,788,Phoenix
876,785,New York
877,744,Philadelphia
878,789,Los Angeles
879,785,New York
880,829,Charlotte
881,786,Houston
882,786,Houston
883,785,Charlotte
884,785,Philadelphia
885,788,Phoenix
886,785,Philadelphia
887,789,Los Angeles
888,785,Philadelphia
889,850,New York
890,785,Philadelphia
891,785,Chicago
892,784,San Antonio
893,788,Phoenix
894,786,Houston
895,783,Dallas
896,789,Los Angeles
897,785,New York
898,785,Charlotte
899,785,Philadelphia
900,850,San Diego
901,785,New York
902,788,Phoenix
903,785,Philadelphia
904,667,San Diego
905,785,New York
906,786,Houston
907,822,Charlotte
908,850,Philadelphia
909,785,New York
910,788,Phoenix
911,783,Dallas
912,802,New York
913,712,Charlotte
914,829,Charlotte
915,784,San Diego
916,785,Chicago
917,785,Charlotte
918,786,Houston
919,822,Los Angeles
920,785,Charlotte
921,783,Dallas
922,807,San Antonio
923,783,Dallas
924,809,Phoenix
925,789,Los Angeles
926,785,New York
927,772,Charlotte
928,789,Los Angeles
929,785,Charlotte
930,784,San Antonio
931,785,New York
932,785,Philadelphia
933,775,Houston
934,784,San Antonio
935,850,Los Angeles
936,785,Philadelphia
937,785,Charlotte
938,784,San Antonio
939,784,San Diego
940,784,San Antonio
941,838,Philadelphia
942,785,New York
943,784,San Diego
944,789,Los Angeles
945,785,Philadelphia
946,785,Chicago
947,848,San Antonio
948,788,Phoenix
949,784,San Antonio
950,850,Dallas
951,793,New York
952,786,Houston
953,743,Los Angeles
954,785,Chicago
955,744,Houston
956,785,Philadelphia
957,783,Dallas
958,654,New York
959,783,Dallas
960,827,Dallas
961,789,Los Angeles
962,784,San Diego
963,788,Phoenix
964,785,Dallas
965,785,New York
966,850,Los Angeles
967,788,Phoenix
968,784,San Antonio
969,785,Charlotte
970,783,Dallas
971,850,New York
972,786,Houston
973,797,San Diego
974,789,Houston
975,798,San Diego
976,786,Houston
977,788,Phoenix
978,785,Philadelphia
979,785,Charlotte
980,789,Los Angeles
981,765,Houston
982,784,San Antonio
983,786,Houston
984,611,San Diego
985,783,Dallas
986,784,San Antonio
987,748,Chicago
988,762,San Diego
989,850,Los Angeles
990,789,Los Angeles
991,784,San Diego
992,834,Philadelphia
993,786,Houston
994,785,New York
995,789,Los Angeles
996,713,Dallas
997,785,New York
998,777,Dallas
999,785,New York
1000,513,Houston
1001,785,Philadelphia
1002,825,Dallas
1003,785,Charlotte
1004,793,Philadelphia
1005,785,Charlotte
1006,837,San Antonio
1007,811,New York
1008,784,San Antonio
1009,773,New York
1010,785,Charlotte
1011,784,San Diego
1012,786,Houston
1013,845,Philadelphia
1014,783,Dallas
1015,785,Philadelphia
1016,796,Phoenix
1017,783,Dallas
1018,850,Chicago
1019,850,Charlotte
1020,785,Philadelphia
1021,785,New York
1022,850,Houston
1023,785,New York
1024,642,New York
1025,828,San Diego
1026,786,Houston
1027,788,Phoenix
1028,785,Philadelphia
1029,785,New York
1030,785,Chicago
1031,785,Chicago
1032,782,Philadelphia
1033,735,San Diego
1034,786,Houston
1035,785,Charlotte
1036,837,Charlotte
1037,783,Dallas
1038,788,Phoenix
1039,789,Los Angeles
1040,795,Philadelphia
1041,784,San Diego
1042,765,Phoenix
1043,789,Los Angeles
1044,850,Houston
1045,658,Los Angeles
1046,785,Charlotte
1047,785,Chicago
1048,785,Philadelphia
1049,785,Chicago
1050,735,San Diego
1051,785,Charlotte
1052,840,Dallas
1053,780,Dallas
1054,845,Charlotte
1055,785,New York
1056,788,Phoenix
1057,784,San Antonio
1058,784,San Antonio
1059,785,New York
1060,800,San Diego
1061,784,San Antonio
1062,784,San Antonio
1063,809,Chicago
1064,837,New York
1065,789,Los Angeles
1066,827,Los Angeles
1067,788,Phoenix
1068,785,Philadelphia
1069,785,Philadelphia
1070,826,Chicago
1071,788,Phoenix
1072,753,Philadelphia
1073,850,San Diego
1074,760,Dallas
1075,847,San Diego
1076,786,Houston
1077,783,Dallas
1078,691,New York
1079,850,Dallas
1080,784,San Diego
1081,786,Houston
1082,786,Houston
1083,789,Los Angeles
1084,837,New York
1085,786,Houston
1086,850,San Antonio
1087,785,Chicago
1088,784,San Diego
1089,850,San Diego
1090,786,Houston
1091,850,Houston
1092,820,San Antonio
1093,788,Chicago
1094,789,Los Angeles
1095,783,Phoenix
1096,845,Charlotte
1097,785,Chicago
1098,785,Chicago
1099,847,Dallas
1100,785,Charlotte
1101,783,Dallas
1102,784,San Antonio
1103,783,Dallas
1104,812,Los Angeles
1105,785,New York
1106,785,Philadelphia
1107,785,Philadelphia
1108,850,Dallas
1109,785,New York
1110,785,Chicago
1111,786,Houston
1112,785,New York
1113,786,Houston
1114,785,Charlotte
1115,795,Philadelphia
1116,784,San Antonio
1117,811,Dallas
1118,785,Chicago
1119,835,Dallas
1120,788,Phoenix
1121,645,San Diego
1122,784,San Antonio
1123,850,Dallas
1124,805,Dallas
1125,784,San Diego
1126,785,Chicago
1127,785,New York
1128,850,Dallas
1129,783,Dallas
1130,785,New York
1131,785,Chicago
1132,788,Phoenix
1133,785,Charlotte
1134,820,New York
1135,784,San Antonio
1136,783,Dallas
1137,788,Phoenix
1138,785,New York
1139,768,Chicago
1140,736,Los Angeles
1141,784,San Antonio
1142,785,New York
1143,785,Charlotte
1144,785,New York
1145,675,Phoenix
1146,850,Chicago
1147,786,Houston
1148,785,Chicago
1149,788,Phoenix
1150,742,Chicago
1151,850,San Diego
1152,785,Philadelphia
1153,784,San Antonio
1154,739,Los Angeles
1155,839,Phoenix
1156,788,Phoenix
1157,785,New York
1158,763,Phoenix
1159,786,San Antonio
1160,785,Charlotte
1161,785,New York
1162,785,Philadelphia
1163,785,Philadelphia
1164,708,Dallas
1165,785,Chicago
1166,840,San Antonio
1167,821,Houston
1168,785,Philadelphia
1169,731,Houston
1170,789,Los Angeles
1171,786,Houston
1172,788,Phoenix
1173,849,Phoenix
1174,783,Dallas
1175,789,Los Angeles
1176,786,Houston
1177,785,Philadelphia
1178,773,Charlotte
1179,786,Houston
1180,788,Phoenix
1181,786,Houston
1182,818,Chicago
1183,785,New York
1184,833,New York
1185,828,Phoenix
1186,783,Dallas
1187,850,San Diego
1188,850,New York
1189,783,Dallas
1190,785,New York
1191,785,Charlotte
1192,788,Phoenix
1193,785,New York
1194,785,Chicago
1195,782,San Diego
1196,786,Houston
1197,785,Philadelphia
1198,785,Philadelphia
1199,785,Philadelphia
1200,786,Houston
1201,785,Charlotte
1202,784,San Antonio
1203,783,Dallas
1204,830,Phoenix
1205,785,Charlotte
1206,795,Houston
1207,788,Phoenix
1208,789,Los Angeles
1209,765,Charlotte
1210,783,Houston
1211,807,Phoenix
1212,785,Philadelphia
1213,784,San Antonio
1214,785,Philadelphia
1215,829,Philadelphia
1216,785,New York
1217,786,Houston
1218,785,New York
1219,784,San Antonio
1220,850,New York
1221,788,Phoenix
1222,789,Los Angeles
1223,784,San Diego
1224,763,Houston
1225,784,San Diego
1226,785,New York
1227,784,San Diego
1228,805,Chicago
1229,785,New York
1230,783,Dallas
1231,784,San Antonio
1232,786,Houston
1233,786,Houston
1234,806,New York
1235,789,Los Angeles
1236,850,Chicago
1237,784,San Antonio
1238,789,Los Angeles
1239,784,San Antonio
1240,783,Dallas
1241,786,Houston
1242,784,San Antonio
1243,785,Chicago
1244,850,Dallas
1245,785,Chicago
1246,708,San Diego
1247,850,San Antonio
1248,743,Houston
1249,789,Los Angeles
1250,785,Philadelphia
1251,789,Los Angeles
1252,825,Los Angeles
1253,785,New York
1254,784,San Diego
1255,785,Chicago
1256,785,Charlotte
1257,724,Los Angeles
1258,786,Houston
1259,788,Phoenix
1260,842,Philadelphia
1261,786,Houston
1262,850,Houston
1263,785,New York
1264,783,Dallas
1265,785,New York
1266,789,Los Angeles
1267,784,San Diego
1268,770,Chicago
1269,839,Dallas
1270,784,San Antonio
1271,785,New York
1272,785,Charlotte
1273,784,San Antonio
1274,789,Los Angeles
1275,788,Phoenix
1276,789,Los Angeles
1277,789,Los Angeles
1278,843,New York
1279,786,Houston
1280,789,Los Angeles
1281,784,San Antonio
1282,744,San Diego
1283,785,Charlotte
1284,789,Los Angeles
1285,785,Charlotte
1286,756,San Antonio
1287,784,San Antonio
1288,850,Houston
1289,845,Charlotte
1290,786,Houston
1291,785,Chicago
1292,828,Charlotte
1293,850,Philadelphia
1294,843,Dallas
1295,850,Phoenix
1296,785,New York
1297,784,San Antonio
1298,785,Philadelphia
1299,786,Houston
1300,784,San Antonio
1301,788,Phoenix
1302,789,Los Angeles
1303,784,San Antonio
1304,786,Houston
1305,812,San Diego
1306,785,Chicago
1307,785,Charlotte
1308,784,San Diego
1309,784,San Antonio
1310,783,New York
1311,716,Dallas
1312,784,San Diego
1313,835,Chicago
1314,785,New York
1315,785,Chicago
1316,784,San Antonio
1317,785,Philadelphia
1318,786,Houston
1319,784,San Antonio
1320,785,Philadelphia
1321,850,Charlotte
1322,785,New York
1323,785,New York
1324,785,Chicago
1325,784,San Diego
1326,786,Houston
1327,840,San Diego
1328,785,Philadelphia
1329,785,Charlotte
1330,785,Chicago
1331,785,Charlotte
1332,789,Los Angeles
1333,788,Phoenix
1334,788,Phoenix
1335,783,Dallas
1336,785,New York
1337,850,Philadelphia
1338,786,Houston
1339,789,Los Angeles
1340,784,San Diego
1341,842,Charlotte
1342,821,Los Angeles
1343,786,Houston
1344,850,Los Angeles
1345,784,San Diego
1346,784,San Antonio
1347,820,Charlotte
1348,786,Houston
1349,835,Phoenix
1350,785,Chicago
1351,784,San Diego
1352,785,Charlotte
1353,785,New York
1354,837,Houston
1355,850,Los Angeles
1356,816,Los Angeles
1357,785,Chicago
1358,803,Philadelphia
1359,786,Houston
1360,789,Los Angeles
1361,784,San Antonio
1362,785,Charlotte
1363,785,Philadelphia
1364,785,Philadelphia
1365,788,Phoenix
1366,785,Philadelphia
1367,840,Philadelphia
1368,698,Los Angeles
1369,840,Chicago
1370,789,Los Angeles
1371,760,San Diego
1372,783,Dallas
1373,785,Philadelphia
1374,784,San Antonio
1375,777,Chicago
1376,785,New York
1377,784,San Antonio
1378,850,Houston
1379,788,Phoenix
1380,841,Charlotte
1381,789,Los Angeles
1382,773,San Antonio
1383,783,Dallas
1384,783,Dallas
1385,783,Dallas
1386,785,Chicago
1387,789,Los Angeles
1388,785,Chicago
1389,785,Chicago
1390,746,Charlotte
1391,784,San Antonio
1392,789,Los Angeles
1393,850,Houston
1394,785,Charlotte
1395,783,Dallas
1396,785,New York
1397,788,Phoenix
1398,785,Charlotte
1399,713,San Diego
1400,804,San Antonio
1401,784,San Diego
1402,686,Houston
1403,786,Houston
1404,788,Phoenix
1405,784,San Diego
1406,822,Phoenix
1407,834,New York
1408,784,San Antonio
1409,785,Philadelphia
1410,784,San Diego
1411,679,Houston
1412,783,Dallas
1413,785,Charlotte
1414,850,Houston
1415,785,Philadelphia
1416,789,Los Angeles
1417,784,San Diego
1418,829,Phoenix
1419,850,Dallas
1420,792,Phoenix
1421,788,Phoenix
1422,784,San Antonio
1423,784,San Diego
1424,837,San Diego
1425,785,Chicago
1426,785,New York
1427,784,San Diego
1428,789,Los Angeles
1429,786,Houston
1430,783,Dallas
1431,785,Chicago
1432,829,San Antonio
1433,764,San Diego
1434,784,San Antonio
1435,784,San Diego
1436,664,San Antonio
1437,786,Houston
1438,785,Philadelphia
1439,807,Philadelphia
1440,789,Los Angeles
1441,784,San Diego
1442,788,Phoenix
1443,784,San Diego
1444,783,Dallas
1445,786,Houston
1446,784,San Antonio
1447,785,New York
